epoch,train_loss,train_acc,val_acc,topo_loss,lr_quantum,lr_classical,epoch_time_s
1,1.929340238372485,0.2708333333333333,0.3230769230769231,-0.047780231883128486,0.0005,0.001,38.9194176197052
2,1.5513627181450527,0.3515625,0.38974358974358975,-0.049234708615889154,0.0004995066821070679,0.0009990133642141358,48.01290440559387
3,1.2198440556724865,0.4348958333333333,0.49230769230769234,-0.048731793804715075,0.0004980286753286195,0.000996057350657239,46.40926003456116
4,0.9582103341817856,0.4947916666666667,0.5538461538461539,-0.04871178915103277,0.0004955718126821722,0.0009911436253643444,45.296363830566406
5,0.8170976464947065,0.5677083333333334,0.517948717948718,-0.04883485985919833,0.0004921457902821578,0.0009842915805643156,45.96512579917908
6,0.6856686994433403,0.640625,0.6205128205128205,-0.048171016232421,0.00048776412907378846,0.0009755282581475769,45.684162855148315
7,0.5872753461201986,0.6510416666666666,0.5948717948717949,-0.04804297396913171,0.0004824441214720629,0.0009648882429441258,47.715052366256714
8,0.5097227500130733,0.6692708333333334,0.6410256410256411,-0.049123876417676605,0.00047620676311650495,0.0009524135262330099,44.75708889961243
9,0.4612105352183183,0.7109375,0.6871794871794872,-0.04914879302183787,0.0004690766700109659,0.0009381533400219318,45.6891508102417
10,0.37374403203527135,0.7447916666666666,0.7025641025641025,-0.048564151395112276,0.00046108198137550377,0.0009221639627510075,46.51703763008118
11,0.3468469890455405,0.7369791666666666,0.7743589743589744,-0.04828957452749213,0.0004522542485937368,0.0009045084971874736,43.842233419418335
12,0.29356677799175185,0.7760416666666666,0.7333333333333333,-0.04839042186116179,0.00044262831069394727,0.0008852566213878945,45.8633987903595
13,0.24879753092924753,0.8072916666666666,0.7333333333333333,-0.048564804873118796,0.0004322421568553528,0.0008644843137107056,44.031505823135376
14,0.2161209974437952,0.8463541666666666,0.8153846153846154,-0.048830215043077864,0.00042113677648217214,0.0008422735529643443,45.10203766822815
15,0.18850255912790695,0.8046875,0.8307692307692308,-0.04877048016836246,0.0004093559974371724,0.0008187119948743448,44.358672857284546
16,0.18386775550122061,0.8177083333333334,0.7743589743589744,-0.0490038109322389,0.0003969463130731183,0.0007938926261462366,44.320910692214966
17,0.15745499481757483,0.8255208333333334,0.8564102564102564,-0.049283353301386036,0.0003839566987447491,0.0007679133974894982,44.78641986846924
18,0.13381550585230192,0.8411458333333334,0.8,-0.04922420857474208,0.0003704384185254288,0.0007408768370508576,44.891170263290405
19,0.14925712595383325,0.8255208333333334,0.8512820512820513,-0.049112788091103234,0.0003564448228912681,0.0007128896457825362,44.397733211517334
20,0.1258429413040479,0.8645833333333334,0.8256410256410256,-0.04922808582584063,0.00034203113817116946,0.0006840622763423389,45.232391595840454
21,0.1453628159749011,0.8541666666666666,0.8153846153846154,-0.04882333412145575,0.00032725424859373676,0.0006545084971874735,45.64278745651245
22,0.14873125574861965,0.84375,0.7846153846153846,-0.0485524859589835,0.00031217247179121356,0.0006243449435824271,47.03693509101868
23,0.10551194365446766,0.8541666666666666,0.8512820512820513,-0.04817541083320975,0.0002968453286464311,0.0005936906572928622,44.55592966079712
24,0.07369078416377306,0.8932291666666666,0.841025641025641,-0.04896248939136664,0.000281333308391076,0.000562666616782152,44.38651776313782
25,0.049379351238409676,0.9166666666666666,0.8615384615384616,-0.04922979728629192,0.0002656976298823283,0.0005313952597646566,45.09809112548828
26,0.0764800114557147,0.890625,0.8512820512820513,-0.04919385025277734,0.0002499999999999999,0.0004999999999999998,46.30526518821716
27,0.0669746130394439,0.8932291666666666,0.8615384615384616,-0.04859784276535114,0.00023430237011767157,0.00046860474023534314,44.851842641830444
28,0.056491439153129853,0.8958333333333334,0.8512820512820513,-0.04924976313486695,0.00021866669160892387,0.00043733338321784774,44.75974774360657
29,0.0635242050824066,0.9010416666666666,0.8615384615384616,-0.049414055266728006,0.00020315467135356878,0.00040630934270713756,45.13829708099365
30,0.05602402278843025,0.9114583333333334,0.8512820512820513,-0.049225693879028164,0.00018782752820878623,0.00037565505641757246,45.963231801986694
31,0.049144261594240866,0.9270833333333334,0.8615384615384616,-0.048922027461230755,0.00017274575140626317,0.00034549150281252633,44.98913931846619
32,0.046234894931937255,0.8984375,0.8358974358974359,-0.04898874290908376,0.00015796886182883053,0.00031593772365766105,44.273205041885376
33,0.043868377416705094,0.921875,0.8666666666666667,-0.04862410745893916,0.00014355517710873178,0.00028711035421746355,48.85538077354431
